link,headline,datetime_posted,content,scraped_at,analysis_result
https://www.ndtv.com/world-news/lawrence-wongs-party-secures-landslide-victory-in-singapore-general-election-8323453#pfrom=home-ndtvworld_world_top_scroll,Lawrence Wong's Party Secures Landslide Victory In Singapore General Election,"Sun, 04 May 2025 00:57:33 +0530","Lawrence Wong, 52, was sworn-in last May as the new prime minister in 20 years.
Prime Minister Lawrence Wong's People's Action Party (PAP) won the Singapore General Election Saturday by a landslide, securing 87 of the 97 parliamentary seats, local media reported.
Mr Wong and the PAP had sought a new mandate from the general election in the midst of uncertainties to the global economy caused by the US trade tariffs.
The PAP, Singapore's oldest and largest political party, has ruled the city-state ever since independence in 1965.
About 2.6 million Singaporeans were eligible to vote on Saturday for 92 contested seats as the PAP's Group Representation Constituency for Marine Parade-Braddell Heights had a walkover on nomination day on April 23.
This was Mr Wong's first election as prime minister of the global-business focused Singapore which now faces navigating through strong headwinds caused by tariffs imposed by US President Donald Trump.
Speaking after the result for Marsiling-Yew Tee Group Representation Constituency (GRC) was announced, Wong said the election was his first and a “humbling experience”. He pledged to work hard for the voters.
“We are grateful for your strong mandate and… will honour the trust that you have given to us by working even harder for all of you,” said the 52-year-old premier.
The Elections Department (ELD) said Singaporeans cast their votes for 92 out of 97 parliamentary seats at 1,240 polling stations island-wide to decide the future politics of Singapore.
This was Singapore's 19th election since the first general election in 1948 and 14th since its Independence in 1965.
Mr Wong, 52, was sworn-in last May as the new prime minister in 20 years after Lee Hsien Loong stepped down after almost two decades.
There was vociferous campaigning by opposition political parties, raising issues related to high cost of living and housing as well as increasing presence of foreigners in almost all sectors of the economy in the manpower-short Singapore.
Top PAP leaders were seen balancing their election schedules during the last nine days of campaigning since nominations closed on April 23 along with negotiating tariffs imposed by Singapore's largest trading partner US.
Singapore's Deputy Prime Minister and Trade and Industry Minister Gan Kim Yong had been negotiating with his US counterparts on a 10 per cent tariff imposed on imports from Singapore.
The PAP fielded candidates in all 92 constituencies, while its main rival, the Workers' Party (WP), contested 26 seats in eight constituencies.
The Progress Singapore Party (PSP) fielded 13 candidates across six constituencies. Other parties in the fray included the Singapore People's Party (SPP), Singapore Democratic Party (SDP), People's Power Party (PPP), People's Alliance for Reform (PAR), Red Dot United (RDU), National Solidarity Party (NSP), Singapore United Party (SUP), and Singapore Democratic Alliance (SDA).
Prime Minister Wong had urged Singaporeans to vote responsibly as the global economies are going through unprecedented challenges and led to uncertainties.
The finance-trade-export focused city state sits in the middle of US-China trade war, having historical bilateral economic and diplomatic relations with both the giant markets, diplomatic sources said.
Manufacturing activity in Singapore fell into recession territory in April 2025 as tariffs announced by US President Donald Trump triggered a wave of export-order deferments and cancellations.
The purchasing managers' index (PMI), a barometer of the manufacturing sector's health, fell to 49.6 points in April, down one point from 50.6 in March; readings above 50 indicate growth while those below point to contraction.
“The contraction in Singapore's factory activity snaps 19 straight months of expansion,” reported The Straits Times, citing a Singapore Institute of Purchasing and Materials Management (SIPMM) report on Friday.
Meanwhile, the PAP had a walkover in one constituency of five members of parliament at the close of nomination day on April 23.
The PAP's share of the popular vote slipped to a near-record low of 61 per cent in 2020 elections, down from nearly 70 per cent in 2015 and although it kept 83 out of 93 parliamentary seats, the opposition gained ground with a record 10 seats. PTI GS OZ SCY NPK GSP GSP
(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-04 17:03:37,Positive
https://www.ndtv.com/world-news/white-houses-lo-fi-maga-video-goes-viral-highlights-first-100-days-of-donald-trump-2-0-8325352#pfrom=home-ndtvworld_world_top_scroll,"White House's Lo-Fi MAGA Video Goes Viral, Highlights First 100 Days Of Trump 2.0","Sun, 04 May 2025 10:31:20 +0530","The White House on Friday launched a ""lo-fi"" music video as part of its effort to spotlight President Donald Trump's first 100 days back in office. The video, titled ""Lo-fi MAGA Video to Relax/Study To,"" was streamed live across the Trump administration's official YouTube and X channels.
Lo-Fi MAGA Video to Relax/Study To ????????Have a great weekend!https://t.co/IrKPU2i4i7
The video features calming, low-fidelity beats commonly used for background study or work music. Accompanying the audio was an animation of Trump at the Resolute Desk signing documents, alongside a continuous scroll of text highlighting key campaign promises and actions labelled ""Promises made, promises kept.""
The text scroll listed several of the administration's recent actions, including executive orders aimed at eliminating diversity, equity and inclusion (DEI) programs in the military and policies targeting birthright citizenship for children of undocumented immigrants.
According to a White House official the 15-minute clip will loop throughout the weekend across digital platforms to explore ""innovative ways to distribute fact sheets and other information.""
The video wraps up a week-long campaign by the White House to spotlight what it says are Trump's key achievements in the first 100 days of his second term. Among the highlights were a newly launched ""White House Wire"" section on the official website modelled after the conservative Drudge Report, a round of ""new media"" briefings led by press secretary Karoline Leavitt, and over 100 interviews granted to conservative influencers and podcasters.
This media push came during a rough week for the administration, marked by the ouster of National Security Adviser Mike Waltz following the ""Signalgate"" scandal, as perUS media.
The controversy erupted when Waltz took full responsibility for inadvertently adding journalist Jeffrey Goldberg to aSignal group chatdiscussing classified military operations in Yemen.
In his first 100 days of his second term, Donald Trump took swift and controversial actions.
He declared a national emergency at the southern border, deployed troops, ended birthright citizenship for undocumented immigrants, and signed the Laken Riley Act to crack down on undocumented crime.
He issued executive orders to dismantle DEI programmes, withdraw from the World Health Organization, and declassify JFK assassination files. Trump also reintroduced tariffs on China, Canada, and Mexico, leading to trade tensions, and cut funding to the US cybersecurity agency (CISA).
He pardoned over 1,500 people tied to the January 6 Capitol attack and Ross Ulbricht, the Silk Road founder. He appointed Elon Musk to lead a new Department of Government Efficiency (DOGE) and rolled back federal regulations.
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-04 17:03:40,Positive
https://www.ndtv.com/world-news/tourist-in-philippines-zoo-attacked-by-crocodile-after-mistaking-it-for-a-statue-8325708#pfrom=home-ndtvworld_world_featured_articles,Tourist Attacked By Crocodile At Philippines Zoo After Mistaking It For A Statue,"Sun, 04 May 2025 11:10:01 +0530","A disturbing incident unfolded at a zoo in Zamboanga Sibugay, Philippines, when a 29-year-old tourist recklessly climbed into a crocodile enclosure to take selfies, mistaking the predator for a statue,Peoplereported.Footage captured by a bystandershows the man scaling a chain-link fence and entering the water, smiling and posing for photos. However, the situation quickly turned deadly.
A fully-grown female crocodile, named Lalay, charged towards the man, sinking her fangs deep into his arm. Horrified onlookers screamed as the crocodile clamped her jaws around his arm, and then grabbed his thigh, attempting a deadly death roll to tear him apart.
The gruesome attack lasted for 30 minutes, with the tourist trapped in the enclosure. Lalay's handler eventually intervened, using a piece of cement to bash the crocodile on the head, causing her to loosen her grip and freeing the victim. Medics quickly wrapped the visitor's arm and thigh with cloth to control the bleeding before rushing him to the hospital for further treatment. He received more than 50 stitches.
Police officers told local media that the man had climbed into the enclosure because he thought the crocodile was fake.
""The tourist was walking around the area, then he saw the crocodile, which he thought was just a plastic fixture. He climbed the fence and entered the enclosure, and the crocodile attacked him. This kind of behaviour is very dangerous. Nobody should ever enter an animal's enclosure at the zoo. He put other people's lives at risk, and he is very lucky to have survived,"" Police Staff Sergeant Joel Sajolga of the Siay Municipal Police told multiple outlets, per TheDaily Mail.
An investigation into the incident is still ongoing.
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-04 17:03:43,Negative
https://www.ndtv.com/world-news/on-camera-us-woman-fights-family-of-man-who-killed-her-14-year-old-son-8311098#pfrom=home-ndtvworld_world_featured_articles,"Video: Courtroom Clash Between Killer's Family, 14-Year-Old Victim's Mother","Sun, 04 May 2025 10:46:04 +0530","A Kansas mother of a 14-year-old boy, who was murdered, got into a fistfight with the family of her son's killer in court during a recenthearing.
The devastated mother, Jeanette Dees, and the relatives of convicted murderer Te'Bryis Robinson, 19, got into an altercation inside the Sedgwick County Courthouse on April 8, KWCH reported.
The altercation started after Ms Dee urged the judge to impose the ""maximum possible sentence"" on her son's killer during her court appearance.
She also insulted Robison and his friends and family present in the courtroom.
The mother's remarks before the sentencing created an uproar in the courtroom, resulting in insults exchanged before the first blow was delivered.
A member of Ms Dees' family was seen getting up from his seat and punching one of Robinson's relatives in the face.
This led to a brawl between the two families in the centre of the courtroom.
The District Attorney's office charged Ms Dees with one count of disorderly conduct and a $500 fine, the Sedgwick County Sheriff's Office confirmed.
Others who have been charged with disorderly conduct were Trerntasia Hutton, Derrick Parker, Trentavies Hutton, Trentez Hutton, and a 16-year-old boy.
Before the sentence was delivered, several people were expelled from the courtroom. The judge sentenced Robinson to 21 years and three months in jail for the murder of TrenJ'vious ""Tubby"" Hutton.
In another incident from February, the uncle and stepfather of the accused assaulted a New Mexico murder suspect, Alexander Ortiz, 21, in court.
Ortiz was arrested by Albuquerque police for shooting Alianna Farfan, his ex-girlfriend.
Courtroom video footage showed a man jumping over the barricade separating the public in the courtroom and charging at Ortiz as he tried to escape. Another man followed a few moments later.
A frenzied altercation broke out, with Carlos Lucero, Pete Ysasi, Ortiz, Ortiz's father, a correctional officer, and an anonymous sixth man all grappling on the ground.
Lucero and Ysasi were seen punching a man wearing pants and a dark long-sleeved shirt while the prison guard tried to protect Ortiz.
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-04 17:03:45,Positive
https://www.ndtv.com/world-news/who-is-greg-abel-executive-picked-to-be-warren-buffetts-successor-8324827#pfrom=home-ndtvworld_world_featured_articles,"Who Is Greg Abel, Executive Picked To Be Warren Buffett's Successor","Sun, 04 May 2025 07:59:56 +0530","When Warren Buffett announced at his annual shareholder meeting Saturday that he is stepping down as CEO of Berkshire Hathaway at the end of the year, he elevated a low-key 62-year-old Canadian executive named Greg Abel, who has long been one of his top lieutenants.
For the past seven years, Abel has been overseeing Berkshire's BNSF railroad and its treat makers, See's Candies and Dairy Queen, along with dozens of other manufacturing and retail businesses that Buffett acquired over the years.
He grew up in Canada as a hockey player and learned the value of hard work as he redeemed discarded bottles and worked for a small company filling fire extinguishers. Now he finds himself at the top of the food chain in the investment world.
Read:Warren Buffett To Step Down, Greg Abel To Be New Berkshire Hathaway CEO
Berkshire confirmed Abel as Buffett's successor in 2021 after former Vice Chairman Charlie Munger let it slip at the annual meeting. Since then, Abel has largely remained in Buffett's shadow, although shareholders have had a chance to get to know him a bit when he appeared alongside Buffett at the annual meetings and in interviews.
Berkshire's board will now vote on whether to formally approve Abel as the new CEO to take over at the end of 2025. At the annual meeting in Omaha, Buffett said he expects that to occur by a unanimous vote.
Abel will step forward to take responsibility for all of Berkshire's eclectic assortment of businesses with their nearly 400,000 employees and the conglomerate's massive stock portfolio. Buffett and members of Berkshire's board, who for years have devoted much of their time to finding Buffett's successor, have praised Abel's brilliance and knack for understanding all kinds of businesses.
Buffett once said Berkshire is ""so damn lucky"" to have Abel ready to take over, but he will have trouble coming close to Buffett's remarkable track record of outpacing the market. Whereas Buffett grew Berkshire over the decades by making well-timed deals and stock investments at attractive prices, Berkshire's massive size has made it that much harder lately to find anything big enough to change the conglomerate's bottom line.
Read:Warren Buffett's Best And Worst Investments In Last 60 Years
Abel has big shoes to fill, but no one expects him to match the accomplishments of Buffett, who made him a billionaire many times over and one of the wealthiest investors of the past century. Longtime Berkshire board member Ron Olson said two days before the announcement that he believed Abel was ready to take over.
""Is he another Warren Buffett? No, there is no other Warren Buffett that I know. But he has so many of the fundamentals of Warren,"" Olson said. ""He is for sure high integrity. He is a hard worker. He is a strategic thinker.""
Buffett has said for years that Abel's main job when he becomes CEO will be to preserve Berkshire's unique decentralised culture built on independence, integrity, and trust. In fact, Munger's comment that gave away Abel's future role was that ""Greg will keep the culture.""
Executives at a diverse mix of Berkshire subsidiaries, including sneaker maker Brooks Running, flooring giant Shaw and Borsheims jewelry, have said they all turn to Abel whenever they face tough questions in their businesses related to strategy or operating details, and he's always available when they need him, though he will challenge them.
Read:""Won't Bet On A Currency Going To Hell"": Warren Buffett's Dollar Warning
""When I think about Greg, he not only has high business acumen, but he has really high business instincts,"" Dairy Queen CEO Troy Bader said Friday. ""The intuition is really important. And, you know, Warren has that intuition, but Greg has a lot of it as well.""
Abel has never done many interviews, though he put his detailed business knowledge on display at the Berkshire meetings when discussing utilities and the railroad. But he did offer a glimpse into his background to the Horatio Alger Association when that group honoured him in 2018.
Abel's family-oriented upbringing in Edmonton, Alberta, and lessons in hard work and perseverance were similar to what Buffett learned while working in his grandfather's Omaha grocery store as a kid.
""I think hard work leads to good outcomes. In my schooling, in sports, and in my business positions, I learned that if I put in a lot of work and was well-prepared, then success would be more likely,"" Abel said in 2018.
Abel lives about two hours from Buffett's hometown in Des Moines, Iowa, where he has led Berkshire Hathaway Energy since 2011 and helped coach his kids' hockey and soccer teams. He is expected to continue living there because Berkshire is so decentralised that there is little reason to move to its Omaha headquarters. Buffett only had a couple of dozen people working in his office as he spent his days reading business reports and making the occasional phone call.
(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-04 17:03:45,Positive
https://www.ndtv.com/world-news/video-iran-backed-houthis-ballistic-missile-strikes-near-israels-biggest-airport-ben-gurion-after-idf-fails-to-intercept-8326612#pfrom=home-ndtvworld_world_top_scroll,Video: Houthi Ballistic Missile Strikes Near Israel's Biggest Airport,"Sun, 04 May 2025 14:31:03 +0530","One person was reportedly hurt after the missile fell on one of the airport's parking lots.
The ballistic missile fired by the Iran-backed Houthis in Yemen hit near Israel's Ben Gurion Airport after ""several attempts"" to intercept it failed, the Israel Defence Forces (IDF) said on Sunday. Israel has, meanwhile, pledged to hit back 'seven times stronger' after Yemen missile fire.
The missile struck a grove adjacent to an access road, inside the country's main airport's perimeter, according to a report by the Times of Israel.
The military said it made several attempts to intercept the missile fired from Yemen, but ""an impact was identified in the area of Ben Gurion Airport.""
The Israeli Air Force's aerial defence array is probing the failure. ""An investigation is underway regarding the impact at the Ben Gurion Airport area,"" the Israel Airport Authority says in a statement.
At least six people were reportedly injured after the missile fell on one of the airport's parking lots. Surveillance camera footage emerged on social media showing the moment the Houthi missile struck near the airport.
Absolutely INSANE footage of the impact from a Houthi missile on Israel's Ben Gurion airport.What would happen if this was JFK or Heathrow - do you think the Houthis would exist tomorrow? How about their Iranian backers?pic.twitter.com/Qbv5BeGxWG
There was no report of any major damage in the attack, but the airspace was closed for around an hour. However, the airport reopened its airspace and resumed takeoffs and landings shortly after.
Meanwhile, National Unity chairman and former Israeli Minister Benny Gantz, who quit the government last year in June in protest against Israeli Prime Minister Benjamin Netanyahu's policy on the war in Gaza, called on the government to hold Iran accountable for the strike.
""This is not Yemen, this is Iran. It is Iran that is firing ballistic missiles at the State of Israel, and it must bear responsibility,"" wrote the former defence minister on X.
""The Israeli government must wake up,"" he insisted, arguing that fire on Israel ""must lead to a severe response in Tehran.""
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-04 18:04:39,Negative
https://www.ndtv.com/world-news/bangladeshi-islamists-protest-against-womens-rights-reforms-suicidal-concept-men-women-cant-be-equals-8328433#pfrom=home-ndtvworld_world_top_scroll,"""Suicidal Concept"": Bangladeshi Islamists Protest Women's Rights Reforms","Sun, 04 May 2025 18:46:12 +0530","Thousands of Bangladeshis took to the streets of Dhaka on Saturday to oppose the government's proposed recommendations for ensuring equal rights, including ones related to property, for mainly Muslim women. The protest was called by Hefazat-e-Islam-- an influential Bangladeshi Islamist group-- claiming that some of the proposed recommendations hurt ""the sentiments of the majority of the people of this country"".
Leaders of the Hefazat-e-Islam group claimed that draft recommendations of the Women's Affairs Reform Commission instituted by the Muhammad Yunus' interim government are contradictory to Sharia law. The group threatened a nationwide protest on May 23 if the government didn't meet their demands.
Over 20,000 followers of the group rallied near the Dhaka University, some carrying banners and placards reading ""Say no to Western laws on our women, rise up Bangladesh"", in one of their biggest public shows of strength in years as religious activism surged in Bangladesh following the ouster of deposed prime minister Sheikh Hasina's Awami League regime last year. Protestors mostly included teachers and students of non-government or ""kawmi"" madrassas.
Islamist groups in Bangladesh have increased their visibility since former Prime Minister Sheikh Hasina's ouster, and minority groups have complained of being intimidated.
The protestors mainly denounced proposed recommendations for ensuring equal rights, including ones related to property, for mainly Muslim women. Nayeb-e-Ameer or senior leader of the platform, Maulana Mahfuzul Huq, announced a 12-point charter of demands, with the first one being the abolition of the existing women reform commission and its members punished for the proposed changes, and constituting a new one comprising Islamic scholars and women representatives.
He said the commission's proposed changes hurt ""the sentiments of the majority of the people of this country"" by labelling the religious laws of inheritance as the main cause of inequality between men and women.
The group's leaders also demanded that the interim government led by Nobel Peace Prize laureate Muhammad punus ban the Awami League party led by former Prime Minister Sheikh Hasina, who was ousted in August. Hasina's opponents accuse her government of killing hundreds of students and others during the uprising that ended her 15-year rule. Hasina has been in exile in India since her ouster.
""Men and women can never be equal,"" a women's madrassa teacher, Mohammad Shihab Uddin, told the rally, adding that the Quran outlined specific codes of life for both genders and ""there is no way we can go beyond that"".
The Hefazat called for reinstating ""complete faith and trust in almighty Allah"" in the constitution and asked the government to abandon the ""suicidal concept"" of pluralism and to protect what they said were the Muslims' faith and practices. The group also opposed the inclusion of terms such as ""gender identity,"" ""gender diversity,"" ""gender equality,"" ""gender discrimination,"" ""third gender,"" and ""other genders"".
It argued that these are used to promote LGBT and transgender inclusion under ambiguous slogans such as ""Leave no one behind"" and ""inclusive"" and feared that these ideas could lead to a ""destructive, anti-religious pro-homosexual society"".
The Women's Affairs Reform Commission is one of the several commissions instituted by the interim government to carry out reform. It had recently submitted its recommendations to the government.
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-04 18:54:43,Positive
https://www.ndtv.com/world-news/bangladeshi-islamists-protest-against-womens-rights-reforms-suicidal-concept-men-women-cant-be-equals-8328433#pfrom=home-ndtvworld_world_top_scroll,"""Suicidal Concept"": Bangladeshi Islamists Protest Women's Rights Reforms","Sun, 04 May 2025 18:46:12 +0530","Thousands of Bangladeshis took to the streets of Dhaka on Saturday to oppose the government's proposed recommendations for ensuring equal rights, including ones related to property, for mainly Muslim women. The protest was called by Hefazat-e-Islam-- an influential Bangladeshi Islamist group-- claiming that some of the proposed recommendations hurt ""the sentiments of the majority of the people of this country"".
Leaders of the Hefazat-e-Islam group claimed that draft recommendations of the Women's Affairs Reform Commission instituted by the Muhammad Yunus' interim government are contradictory to Sharia law. The group threatened a nationwide protest on May 23 if the government didn't meet their demands.
Over 20,000 followers of the group rallied near the Dhaka University, some carrying banners and placards reading ""Say no to Western laws on our women, rise up Bangladesh"", in one of their biggest public shows of strength in years as religious activism surged in Bangladesh following the ouster of deposed prime minister Sheikh Hasina's Awami League regime last year. Protestors mostly included teachers and students of non-government or ""kawmi"" madrassas.
Islamist groups in Bangladesh have increased their visibility since former Prime Minister Sheikh Hasina's ouster, and minority groups have complained of being intimidated.
The protestors mainly denounced proposed recommendations for ensuring equal rights, including ones related to property, for mainly Muslim women. Nayeb-e-Ameer or senior leader of the platform, Maulana Mahfuzul Huq, announced a 12-point charter of demands, with the first one being the abolition of the existing women reform commission and its members punished for the proposed changes, and constituting a new one comprising Islamic scholars and women representatives.
He said the commission's proposed changes hurt ""the sentiments of the majority of the people of this country"" by labelling the religious laws of inheritance as the main cause of inequality between men and women.
The group's leaders also demanded that the interim government led by Nobel Peace Prize laureate Muhammad punus ban the Awami League party led by former Prime Minister Sheikh Hasina, who was ousted in August. Hasina's opponents accuse her government of killing hundreds of students and others during the uprising that ended her 15-year rule. Hasina has been in exile in India since her ouster.
""Men and women can never be equal,"" a women's madrassa teacher, Mohammad Shihab Uddin, told the rally, adding that the Quran outlined specific codes of life for both genders and ""there is no way we can go beyond that"".
The Hefazat called for reinstating ""complete faith and trust in almighty Allah"" in the constitution and asked the government to abandon the ""suicidal concept"" of pluralism and to protect what they said were the Muslims' faith and practices. The group also opposed the inclusion of terms such as ""gender identity,"" ""gender diversity,"" ""gender equality,"" ""gender discrimination,"" ""third gender,"" and ""other genders"".
It argued that these are used to promote LGBT and transgender inclusion under ambiguous slogans such as ""Leave no one behind"" and ""inclusive"" and feared that these ideas could lead to a ""destructive, anti-religious pro-homosexual society"".
The Women's Affairs Reform Commission is one of the several commissions instituted by the interim government to carry out reform. It had recently submitted its recommendations to the government.
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-04 18:54:44,Positive
https://www.ndtv.com/world-news/us-president-trump-says-hes-willing-to-lower-china-tariffs-for-this-reason-8333409#pfrom=home-ndtvworld_world_top_scroll,US President Trump Says He's Willing To Lower China Tariffs For This Reason,"Mon, 05 May 2025 12:20:30 +0530","President Trump is considering lowering high tariffs on China, which have severely impacted trade between the two economies.
US President Donald Trump has signalled he is open to lowering massive tariffs imposed on China, as he acknowledged that the current levies are so high that the two of the world's largest economies have essentially stopped doing business with each other. As part of his 'America First' policy, Trump has imposed a universal 10 per cent tariff on most goods coming into the United States, but duties on Chinese imports were placed as high as 145 per cent. In retaliation, China hiked tariffs by 125 per cent on American imports.
The escalating trade standoff between Beijing and Washington has rattled financial markets and risks driving up costs for manufacturing equipment as well as those of affordable goods like clothing and toys that many Americans rely on.
""At some point, I'm going to lower them, because otherwise, you could never do business with them, and they want to do business very much,"" Trump said in an interview on NBC's 'Meet the Press with Kristen Welker'.
The US President pointed to recent economic struggles in China, where factory activity has declined into the worst contraction since 2023, according to the official manufacturing purchasing managers' index. Furthermore, new export orders have dropped to their lowest point since December 2022, marking the sharpest decline since April of that year, when Shanghai was placed under a full pandemic lockdown, according to a report by Bloomberg.
Trump stated that there have been ""positive"" statements from Beijing recently, while reiterating that any deal finalised with China has to be ""fair.""
Meanwhile, Beijing on Friday showed first signs of being open to sit across the US on the negotiation table since Trump's tariffs were announced last month, and said it was evaluating the possibility of trade talks with Washington.
""China is currently evaluating this,"" the ministry's statement said.
Speaking to reporters aboard Air Force One on Sunday, Trump said he has no plans to speak with Chinese President Xi Jinping this week, saying the two sides are ""talking about different things.""
He added that the US is in trade discussions with several countries, including China, and emphasised he's looking for a ""fair deal,"" repeating his claim that ""China has been ripping us off for many years.""
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-05 23:04:50,Positive
https://www.ndtv.com/world-news/act-like-guests-trump-administration-tells-why-immigrants-green-cards-can-be-revoked-8334396#pfrom=home-ndtvworld_world_top_scroll,"""Act Like Guests"": Team Trump Lists Reasons Why Green Card May Be Revoked","Mon, 05 May 2025 14:40:03 +0530","Not a while ago, immigrants saw a Green Card as a one-way ticket to their American dream and getting a permanent residency in the United States. However, now thousands of green card holders in the US, including Indians, are living in fear of deportation amid President Donald Trump's crackdown on immigration. In a new warning to green card holders, the Trump administration has asked them to behave like a ""guest"" in the US or risk being deported from the country.
Asking green card holders to abide by American ""laws and values"", the United States Citizenship and Immigration Services (USCIS) listed reasons why the government can take away the ""privilege"" of permanent residency from immigrants.
""Green cards and visas will be revoked if an alien breaks the law,"" USCIS said in a post on X.
Having a visa or green card is a privilege that can be taken away. Our rigorous security vetting does not end once you've been granted access to the U.S. If you come to our country and break the law, there will be consequences, and you will lose your privileges.pic.twitter.com/fyK0y0QKAs
""Coming to America and receiving a visa or green card is a privilege. Our laws and values must be respected. If you advocate for violence, endorse or support terrorist activity, or encourage others to do so, you are no longer eligible to stay in the US,"" the Immigration Department added further.
The department added that it is continuously working alongside the Department of Homeland Security to rigorously vet all aliens even after a visa or green card has been obtained.
We continuously work alongside our@DHSgovpartners to rigorously vet all aliens even after a visa or green card has been obtained. This vigilance is essential to making America safe again. Break the laws and you will lose your green card or visa privilege.pic.twitter.com/VM0gjhsFXQ
""This vigilance is essential to making America safe again. Break the laws and you will lose your green card or visa privilege,"" it added.
The move--which follows the launch of a new ""Catch-And-Revoke"" -- raised concerns among legal residents amid the mass deportations of illegal immigrants by the Trump Administration. Announcing the policy, US Secretary of State Marco Rubio has said, ""Whenever the government catches non-US citizens breaking our laws, we will take action to revoke their status. The era of abusing our nation's generosity is over.""
For Indian immigrants, the path to permanent residency or a green card is already particularly daunting. Due to per-country limits, Indian nationals can face wait times of 50 years or more for employment-based green cards. Now, the new rules suggest that even if people secured permanent residency after years of waiting, their future in the US is not secured, and they can be deported over a minor run-in with the law.
Under old norms, immigrants had the legal safeguard to challenge revocations or rectify minor violations, which the new policy could eliminate, potentially making visa revocation a ground for deportation without appeal.
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-05 23:04:51,Negative
https://www.ndtv.com/world-news/hindu-monk-chinmoy-krishna-das-now-charged-with-murder-of-chittagong-court-lawyer-saiful-islam-alif-8334659#pfrom=home-ndtvworld_world_top_scroll,Hindu Monk Chinmoy Krishna Das Now Charged With Murder Of Chittagong Lawyer,"Mon, 05 May 2025 16:15:53 +0530","Prominent Hindu leader and spokesperson for the Bangladesh Sammilito Sanatani Jagaran Jot, Chinmoy Krishna Das, was shown arrested on charges of the murder of Chittagong court lawyer Saiful Islam Alif by a local court on Monday. The lawyer was allegedly hacked to death outside the court premises on November 7 last year.
Chittagong's Metropolitan Magistrate S M Alauddin granted the police application for Das' arrest and passed the order during a virtual hearing.
""Investigating officers submitted applications on Sunday to show Chinmoy Krishna Das was arrested in four cases. The court on Monday granted shown arrest in the Alif murder case following a virtual hearing. The hearings on the other three applications will be held on Tuesday,"" Dhaka Tribune quoted Public Prosecutor of the Chittagong Metropolitan Sessions Judge Court, Mofizul Haque Bhuiyan as saying.
Earlier on April 30, the Appellate Division of the Bangladesh Supreme Court stayed the High Court order of granting bail to Das in a sedition case.
Judge of the Appellate Division, Justice Rezaul Haque passed the order after hearing an appeal filed by the state counsel hours after the High Court granted him bail.
The stay order remains in force until the filing of a leave-to-appeal petition and release of the full text of the verdict.
The Bangladesh High Court had earlier granted bail to Das, who was arrested on November 25 last year on charges of sedition, linked to alleged disrespect of the national flag during a rally in Chittagong. His arrest had sparked widespread outrage across the world.
Chinmoy was arrested in Dhaka on November 25 and sent to jail the following day after a Chittagong court rejected his bail plea. On December 11, 2024, the same court again refused bail in the case.
The arrest of Das had sparked massive protests by the Hindu community in Bangladesh, which has been in political turmoil since August 2024 when former Prime Minister Sheikh Hasina was removed amidst widespread violent demonstrations.
In the following nine months, Bangladesh has witnessed rising cases of attacks on the Hindu community ever since the Hasina-led government was toppled and an interim administration was formed under the leadership of Muhammad Yunus.
India has taken a tough line on the rights of the Hindu minority and repeatedly stated that there is ""systematic persecution of Hindu minorities"" under the Yunus-led interim government.
Last month, Prime Minister Narendra Modi raised the issue of the safety and security of minorities in Bangladesh, including Hindus, during his meeting with Yunus on the sidelines of the BIMSTEC Summit in Bangkok.
Recently, Bhabesh Chandra Roy, a prominent leader of the Hindu community associated with the Bangladesh Puja Udjapan Committee, was abducted from his home and beaten to death by four individuals on April 18.
(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)
TrackLatest NewsLive on NDTV.com and getnewsupdates fromIndiaand around theworld",2025-05-05 23:04:52,Positive
